5 #anatomical sites
5 #samples
9 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f_lb	f_ub	ref	var
0	P	0	P	0	1;10;12;27;29;31;32;33;35	0.0	0.005668933328421619	1761	0
0	P	0	P	1	30	0.0	0.048308609540179806	204	0
0	P	0	P	2	8;26;28	0.0	0.026900561180584426	596	1
0	P	0	P	3	21;23;25	0.0	0.026416316429027992	607	1
0	P	0	P	4	9;20	0.0	0.02785504453317183	356	0
0	P	0	P	5	14;19	0.0	0.024213003738097955	410	0
0	P	0	P	6	7;11	0.0	0.023640595563410388	420	0
0	P	0	P	7	4	0.0	0.045661620043138715	216	0
0	P	0	P	8	2	0.0	0.17956744379230133	190	6
0	P	0	P	9	0	0.7566848501383615	1	110	105
1	M1	1	M1	0	1;10;12;27;29;31;32;33;35	0.0	0.011777659499515229	1805	2
1	M1	1	M1	1	30	0.03787701143861556	0.25189924251743806	197	12
1	M1	1	M1	2	8;26;28	0.8597643561114074	1	302	298
1	M1	1	M1	3	21;23;25	0.0	0.026159459711835954	613	1
1	M1	1	M1	4	9;20	0.0	0.026041577901622766	381	0
1	M1	1	M1	5	14;19	0.0	0.024449804311565956	406	0
1	M1	1	M1	6	7;11	0.0	0.02499992148278196	397	0
1	M1	1	M1	7	4	0.0	0.05586504016981719	176	0
1	M1	1	M1	8	2	0.0	0.07721003678506508	205	1
1	M1	1	M1	9	0	0.8538021904930528	1	90	107
2	M2	2	M2	0	1;10;12;27;29;31;32;33;35	0.0	0.005500549221964641	1815	0
2	M2	2	M2	1	30	0.0	0.08275134867137011	191	1
2	M2	2	M2	2	8;26;28	0.0	0.017985582315716116	553	0
2	M2	2	M2	3	21;23;25	0.0	0.045338463992558885	567	3
2	M2	2	M2	4	9;20	0.0	0.024509729940316367	405	0
2	M2	2	M2	5	14;19	0.037752609210186444	0.1769414689197676	378	18
2	M2	2	M2	6	7;11	0.8120615071748362	1	210	199
2	M2	2	M2	7	4	0.0	0.044842594379736346	220	0
2	M2	2	M2	8	2	0.0	0.05263084223860741	187	0
2	M2	2	M2	9	0	0.8739114065629342	1	89	110
3	M3	3	M3	0	1;10;12;27;29;31;32;33;35	0.0	0.008982491959620698	1793	1
3	M3	3	M3	1	30	0.0	0.04761850253857601	207	0
3	M3	3	M3	2	8;26;28	0.0	0.01745198031076343	570	0
3	M3	3	M3	3	21;23;25	0.17358096403075013	0.35056087529521307	531	77
3	M3	3	M3	4	9;20	0.6760682416949313	0.9986763763913757	232	166
3	M3	3	M3	5	14;19	0.0	0.027322301829060237	363	0
3	M3	3	M3	6	7;11	0.0	0.025125548431841727	395	0
3	M3	3	M3	7	4	0.0	0.046295795522400304	213	0
3	M3	3	M3	8	2	0.7270369037304382	1	104	95
3	M3	3	M3	9	0	0.7973470334715584	1	94	100
4	M4	4	M4	0	1;10;12;27;29;31;32;33;35	0.6455829912547909	0.7937042203541409	1159	650
4	M4	4	M4	1	30	0.0	0.07684249125285579	206	1
4	M4	4	M4	2	8;26;28	0.0	0.017006778042700274	585	0
4	M4	4	M4	3	21;23;25	0.0	0.015552080667028297	640	0
4	M4	4	M4	4	9;20	0.0	0.040859220897406665	391	1
4	M4	4	M4	5	14;19	0.0	0.03815502554983066	419	1
4	M4	4	M4	6	7;11	0.0	0.02590664836124829	383	0
4	M4	4	M4	7	4	0.0	0.05586504016981719	176	0
4	M4	4	M4	8	2	0.0	0.05263084223860741	187	0
4	M4	4	M4	9	0	0.9151900182449896	1	80	109
