5 #anatomical sites
5 #samples
12 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f_lb	f_ub	ref	var
0	P	0	P	0	57	0.0	0.04784633698471555	206	0
0	P	0	P	1	2;9;34;35;41;45;54	0.0	0.007082151195891772	1409	0
0	P	0	P	2	8;11;20;21;23;26;49	0.0	0.024097172326610655	1384	5
0	P	0	P	3	12;30;33;43	0.10635197137800273	0.23630162134253743	730	65
0	P	0	P	4	36	0.0	0.039062199633601045	253	0
0	P	0	P	5	13;16;17;24;27;32	0.0	0.017837694211370058	1190	2
0	P	0	P	6	15;18;25;28;31	0.24432005405918858	0.40013932041347067	823	155
0	P	0	P	7	10;22;29	0.0	0.037257268589350245	567	2
0	P	0	P	8	14;19	0.0	0.028489912203960598	348	0
0	P	0	P	9	7	0.17313531943164992	0.516165545070093	168	32
0	P	0	P	10	3;4;5;6	0.860358097995614	1	404	387
0	P	0	P	11	0	0.792716835503739	1	92	98
1	M1	1	M1	0	57	0.0	0.048308609540179806	204	0
1	M1	1	M1	1	2;9;34;35;41;45;54	0.0	0.011383200149572167	1414	1
1	M1	1	M1	2	8;11;20;21;23;26;49	0.0	0.010862323417116076	1482	1
1	M1	1	M1	3	12;30;33;43	0.0	0.02282971814979973	703	1
1	M1	1	M1	4	36	0.035543761552602665	0.2442781099392602	206	12
1	M1	1	M1	5	13;16;17;24;27;32	0.0	0.017529705473597935	1211	2
1	M1	1	M1	6	15;18;25;28;31	0.0	0.021020952159581167	1009	2
1	M1	1	M1	7	10;22;29	0.0	0.027035724621509962	593	1
1	M1	1	M1	8	14;19	0.7773051791364292	1	214	190
1	M1	1	M1	9	7	0.7464175165969261	1	100	96
1	M1	1	M1	10	3;4;5;6	0.8648077434325518	1	413	398
1	M1	1	M1	11	0	0.8565236068300818	1	94	112
2	M2	2	M2	0	57	0.0	0.04273464914481699	231	0
2	M2	2	M2	1	2;9;34;35;41;45;54	0.0	0.011612491004332755	1386	1
2	M2	2	M2	2	8;11;20;21;23;26;49	0.0	0.018214135818737813	1421	3
2	M2	2	M2	3	12;30;33;43	0.0	0.02053532429322001	782	1
2	M2	2	M2	4	36	0.0	0.0764784283965309	207	1
2	M2	2	M2	5	13;16;17;24;27;32	0.9110361649757123	1	593	602
2	M2	2	M2	6	15;18;25;28;31	0.0	0.021996904377321026	964	2
2	M2	2	M2	7	10;22;29	0.0	0.016863382349391633	590	0
2	M2	2	M2	8	14;19	0.0	0.04044967436435765	395	1
2	M2	2	M2	9	7	0.7464175165969261	1	100	96
2	M2	2	M2	10	3;4;5;6	0.8903220109883768	1	392	399
2	M2	2	M2	11	0	0.8232663766787052	1	106	116
3	M3	3	M3	0	57	0.0	0.05464398388474083	180	0
3	M3	3	M3	1	2;9;34;35;41;45;54	0.7118187910010922	0.8859727073598873	844	560
3	M3	3	M3	2	8;11;20;21;23;26;49	0.0	0.011983175746758596	1343	1
3	M3	3	M3	3	12;30;33;43	0.0	0.025105087297988573	844	2
3	M3	3	M3	4	36	0.0	0.04854311175967327	203	0
3	M3	3	M3	5	13;16;17;24;27;32	0.0	0.013575467864378512	1185	1
3	M3	3	M3	6	15;18;25;28;31	0.0	0.025962011466688664	995	3
3	M3	3	M3	7	10;22;29	0.0	0.025418010359547792	631	1
3	M3	3	M3	8	14;19	0.0	0.024154518565958554	411	0
3	M3	3	M3	9	7	0.0	0.07505603214671848	211	1
3	M3	3	M3	10	3;4;5;6	0.0	0.012674261023752647	786	0
3	M3	3	M3	11	0	0.7850813297034731	1	84	90
4	M4	4	M4	0	57	0.09108095942620585	0.37062493767228555	186	21
4	M4	4	M4	1	2;9;34;35;41;45;54	0.0	0.011351181399933935	1418	1
4	M4	4	M4	2	8;11;20;21;23;26;49	0.8826395676353634	1	706	668
4	M4	4	M4	3	12;30;33;43	0.0	0.012180258908583758	818	0
4	M4	4	M4	4	36	0.0	0.06837927261360238	232	1
4	M4	4	M4	5	13;16;17;24;27;32	0.0	0.012892393741444033	1248	1
4	M4	4	M4	6	15;18;25;28;31	0.0	0.009823177962436194	1015	0
4	M4	4	M4	7	10;22;29	0.0	0.016155067703362815	616	0
4	M4	4	M4	8	14;19	0.0	0.027247854698205197	364	0
4	M4	4	M4	9	7	0.0	0.045044583903016654	219	0
4	M4	4	M4	10	3;4;5;6	0.8735381158526859	1	418	409
4	M4	4	M4	11	0	0.7743102244868054	1	101	102
