6 #anatomical sites
7 #samples
32 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var
0	P_0	0	P	0	0	88	110
0	P_0	0	P	1	1	221	0
0	P_0	0	P	2	2	194	1
0	P_0	0	P	3	3	166	39
0	P_0	0	P	4	4	172	37
0	P_0	0	P	5	5	199	0
0	P_0	0	P	6	6	199	0
0	P_0	0	P	7	7	187	0
0	P_0	0	P	8	8	216	0
0	P_0	0	P	9	9	203	0
0	P_0	0	P	10	10	196	0
0	P_0	0	P	11	12	173	0
0	P_0	0	P	12	14	211	0
0	P_0	0	P	13	15	180	48
0	P_0	0	P	14	16	198	0
0	P_0	0	P	15	17	148	47
0	P_0	0	P	16	18	195	2
0	P_0	0	P	17	19	157	39
0	P_0	0	P	18	20	180	0
0	P_0	0	P	19	21	179	0
0	P_0	0	P	20	22	189	0
0	P_0	0	P	21	23	215	0
0	P_0	0	P	22	24	220	0
0	P_0	0	P	23	29	218	0
0	P_0	0	P	24	30	194	0
0	P_0	0	P	25	31	150	32
0	P_0	0	P	26	32	168	41
0	P_0	0	P	27	33	157	0
0	P_0	0	P	28	34	188	0
0	P_0	0	P	29	36	190	1
0	P_0	0	P	30	37	179	0
0	P_0	0	P	31	38	213	1
1	P_1	0	P	0	0	117	92
1	P_1	0	P	1	1	174	0
1	P_1	0	P	2	2	223	1
1	P_1	0	P	3	3	138	43
1	P_1	0	P	4	4	127	77
1	P_1	0	P	5	5	170	0
1	P_1	0	P	6	6	192	1
1	P_1	0	P	7	7	225	0
1	P_1	0	P	8	8	210	1
1	P_1	0	P	9	9	201	0
1	P_1	0	P	10	10	205	0
1	P_1	0	P	11	12	220	0
1	P_1	0	P	12	14	193	0
1	P_1	0	P	13	15	150	63
1	P_1	0	P	14	16	178	0
1	P_1	0	P	15	17	152	60
1	P_1	0	P	16	18	216	0
1	P_1	0	P	17	19	141	63
1	P_1	0	P	18	20	205	0
1	P_1	0	P	19	21	218	0
1	P_1	0	P	20	22	200	0
1	P_1	0	P	21	23	180	0
1	P_1	0	P	22	24	196	1
1	P_1	0	P	23	29	217	0
1	P_1	0	P	24	30	190	0
1	P_1	0	P	25	31	130	63
1	P_1	0	P	26	32	135	63
1	P_1	0	P	27	33	163	35
1	P_1	0	P	28	34	207	0
1	P_1	0	P	29	36	199	0
1	P_1	0	P	30	37	204	0
1	P_1	0	P	31	38	215	0
2	M1_0	1	M1	0	0	106	97
2	M1_0	1	M1	1	1	200	0
2	M1_0	1	M1	2	2	115	99
2	M1_0	1	M1	3	3	198	0
2	M1_0	1	M1	4	4	200	0
2	M1_0	1	M1	5	5	223	1
2	M1_0	1	M1	6	6	97	93
2	M1_0	1	M1	7	7	216	1
2	M1_0	1	M1	8	8	210	0
2	M1_0	1	M1	9	9	171	13
2	M1_0	1	M1	10	10	152	45
2	M1_0	1	M1	11	12	186	36
2	M1_0	1	M1	12	14	187	0
2	M1_0	1	M1	13	15	185	1
2	M1_0	1	M1	14	16	198	1
2	M1_0	1	M1	15	17	198	2
2	M1_0	1	M1	16	18	196	0
2	M1_0	1	M1	17	19	231	0
2	M1_0	1	M1	18	20	199	0
2	M1_0	1	M1	19	21	213	0
2	M1_0	1	M1	20	22	196	0
2	M1_0	1	M1	21	23	204	0
2	M1_0	1	M1	22	24	191	1
2	M1_0	1	M1	23	29	173	1
2	M1_0	1	M1	24	30	196	0
2	M1_0	1	M1	25	31	209	1
2	M1_0	1	M1	26	32	208	0
2	M1_0	1	M1	27	33	187	0
2	M1_0	1	M1	28	34	196	0
2	M1_0	1	M1	29	36	220	0
2	M1_0	1	M1	30	37	195	1
2	M1_0	1	M1	31	38	185	0
3	M2_0	2	M2	0	0	95	86
3	M2_0	2	M2	1	1	197	0
3	M2_0	2	M2	2	2	104	96
3	M2_0	2	M2	3	3	189	0
3	M2_0	2	M2	4	4	196	1
3	M2_0	2	M2	5	5	206	0
3	M2_0	2	M2	6	6	103	87
3	M2_0	2	M2	7	7	176	0
3	M2_0	2	M2	8	8	202	0
3	M2_0	2	M2	9	9	84	112
3	M2_0	2	M2	10	10	188	1
3	M2_0	2	M2	11	12	214	1
3	M2_0	2	M2	12	14	93	105
3	M2_0	2	M2	13	15	197	0
3	M2_0	2	M2	14	16	84	85
3	M2_0	2	M2	15	17	200	0
3	M2_0	2	M2	16	18	118	105
3	M2_0	2	M2	17	19	202	0
3	M2_0	2	M2	18	20	214	0
3	M2_0	2	M2	19	21	163	47
3	M2_0	2	M2	20	22	162	41
3	M2_0	2	M2	21	23	206	0
3	M2_0	2	M2	22	24	187	9
3	M2_0	2	M2	23	29	211	0
3	M2_0	2	M2	24	30	203	2
3	M2_0	2	M2	25	31	194	0
3	M2_0	2	M2	26	32	211	0
3	M2_0	2	M2	27	33	210	0
3	M2_0	2	M2	28	34	185	1
3	M2_0	2	M2	29	36	188	0
3	M2_0	2	M2	30	37	176	1
3	M2_0	2	M2	31	38	191	0
4	M3_0	3	M3	0	0	106	115
4	M3_0	3	M3	1	1	210	0
4	M3_0	3	M3	2	2	94	100
4	M3_0	3	M3	3	3	198	1
4	M3_0	3	M3	4	4	213	0
4	M3_0	3	M3	5	5	198	0
4	M3_0	3	M3	6	6	105	97
4	M3_0	3	M3	7	7	220	0
4	M3_0	3	M3	8	8	201	0
4	M3_0	3	M3	9	9	92	96
4	M3_0	3	M3	10	10	210	1
4	M3_0	3	M3	11	12	209	0
4	M3_0	3	M3	12	14	96	110
4	M3_0	3	M3	13	15	204	0
4	M3_0	3	M3	14	16	96	94
4	M3_0	3	M3	15	17	204	0
4	M3_0	3	M3	16	18	87	114
4	M3_0	3	M3	17	19	181	0
4	M3_0	3	M3	18	20	206	0
4	M3_0	3	M3	19	21	101	102
4	M3_0	3	M3	20	22	200	0
4	M3_0	3	M3	21	23	190	0
4	M3_0	3	M3	22	24	201	0
4	M3_0	3	M3	23	29	210	0
4	M3_0	3	M3	24	30	84	100
4	M3_0	3	M3	25	31	194	0
4	M3_0	3	M3	26	32	190	0
4	M3_0	3	M3	27	33	220	1
4	M3_0	3	M3	28	34	179	0
4	M3_0	3	M3	29	36	188	1
