5 #anatomical sites
5 #samples
9 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f_lb	f_ub	ref	var
0	P	0	P	0	48	0.0	0.07949132736075212	199	1
0	P	0	P	1	42;44;45	0.0	0.016181208520891263	615	0
0	P	0	P	2	2;21;23;34;40;43	0.0	0.013263148871074801	1213	1
0	P	0	P	3	5;6;14;19;22;29;31;33;35;38;39;41	0.8009874388417301	0.9359840535421041	1360	1043
0	P	0	P	4	11;13;17;25;27;36;37	0.0	0.0157317880462187	1350	2
0	P	0	P	5	32	0.0	0.05319072880421345	185	0
0	P	0	P	6	18;20;24;26;28;30	0.0	0.013760629929099742	1169	1
0	P	0	P	7	9;16	0.0	0.02409631524758569	412	0
0	P	0	P	8	15	0.0	0.04854311175967327	203	0
0	P	0	P	9	3;4;7;8	0.0	0.019146925366185175	839	1
0	P	0	P	10	1	0.0	0.04901901307130063	201	0
0	P	0	P	11	0	0.8218136189498653	1	96	107
1	M1	1	M1	0	48	0.0	0.05076076063477424	194	0
1	M1	1	M1	1	42;44;45	0.0	0.03642968629701605	580	2
1	M1	1	M1	2	2;21;23;34;40;43	0.0	0.017457936004558455	1216	2
1	M1	1	M1	3	5;6;14;19;22;29;31;33;35;38;39;41	0.0	0.010954461132108136	2367	3
1	M1	1	M1	4	11;13;17;25;27;36;37	0.0	0.011799232471231687	1364	1
1	M1	1	M1	5	32	0.0	0.049260480109571674	200	0
1	M1	1	M1	6	18;20;24;26;28;30	0.0	0.017719097538602877	1198	2
1	M1	1	M1	7	9;16	0.31679833483044345	0.5948272465385913	307	88
1	M1	1	M1	8	15	0.024774054005681403	0.21112410271606746	216	10
1	M1	1	M1	9	3;4;7;8	0.9010761031870698	1	381	397
1	M1	1	M1	10	1	0.0	0.0720413190448846	220	1
1	M1	1	M1	11	0	0.7282890809737207	1	92	87
2	M2	2	M2	0	48	0.0	0.04694783450622614	210	0
2	M2	2	M2	1	42;44;45	0.0	0.03546025135757919	596	2
2	M2	2	M2	2	2;21;23;34;40;43	0.0	0.016705586668365073	1271	2
2	M2	2	M2	3	5;6;14;19;22;29;31;33;35;38;39;41	0.0	0.004264391936022126	2342	0
2	M2	2	M2	4	11;13;17;25;27;36;37	0.0	0.011431568400411592	1408	1
2	M2	2	M2	5	32	0.24492021607923967	0.6167854640636337	163	42
2	M2	2	M2	6	18;20;24;26;28;30	0.9453919019290291	1	569	619
2	M2	2	M2	7	9;16	0.8549301273383296	1	207	214
2	M2	2	M2	8	15	0.0	0.08360856671345072	189	1
2	M2	2	M2	9	3;4;7;8	0.9194214273824017	1	403	432
2	M2	2	M2	10	1	0.0	0.0495043378213925	199	0
2	M2	2	M2	11	0	0.6433997101093544	1	110	85
3	M3	3	M3	0	48	0.0	0.046295795522400304	213	0
3	M3	3	M3	1	42;44;45	0.2043327286650507	0.3998046774769367	495	85
3	M3	3	M3	2	2;21;23;34;40;43	0.0	0.01367900370023724	1176	1
3	M3	3	M3	3	5;6;14;19;22;29;31;33;35;38;39;41	0.0	0.008452972215293026	2517	2
3	M3	3	M3	4	11;13;17;25;27;36;37	0.9050710519594631	1	668	663
3	M3	3	M3	5	32	0.0	0.051812768732640443	190	0
3	M3	3	M3	6	18;20;24;26;28;30	0.0	0.008453082350988125	1180	0
3	M3	3	M3	7	9;16	0.0	0.024937577930052794	398	0
3	M3	3	M3	8	15	0.0	0.05405325575459152	182	0
3	M3	3	M3	9	3;4;7;8	0.9002635873619326	1	399	413
3	M3	3	M3	10	1	0.0	0.09423297505991968	221	2
3	M3	3	M3	11	0	0.8528764589824314	1	99	116
4	M4	4	M4	0	48	0.1618659522851108	0.5018991230649591	166	30
4	M4	4	M4	1	42;44;45	0.0	0.026855806529825266	597	1
4	M4	4	M4	2	2;21;23;34;40;43	0.8898310645787616	1	617	599
4	M4	4	M4	3	5;6;14;19;22;29;31;33;35;38;39;41	0.0	0.010423088314760237	2488	3
4	M4	4	M4	4	11;13;17;25;27;36;37	0.0	0.015525582306325149	1368	2
4	M4	4	M4	5	32	0.0	0.04444400155675023	222	0
4	M4	4	M4	6	18;20;24;26;28;30	0.0	0.017733835807912147	1197	2
4	M4	4	M4	7	9;16	0.0	0.025510120649924993	389	0
4	M4	4	M4	8	15	0.0	0.051545699831482585	191	0
4	M4	4	M4	9	3;4;7;8	0.0	0.027715945798913205	764	2
4	M4	4	M4	10	1	0.0	0.053762655413413206	183	0
4	M4	4	M4	11	0	0.9132716606751686	1	91	121
