5 #anatomical sites
5 #samples
9 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f_lb	f_ub	ref	var
0	P	0	P	0	29;31;35;38	0.0	0.012690345085361236	785	0
0	P	0	P	1	25;28;30;34;37	0.0	0.009940352932034054	1003	0
0	P	0	P	2	33	0.0	0.051812768732640443	190	0
0	P	0	P	3	32	0.0	0.05405325575459152	182	0
0	P	0	P	4	10;12;13;15;17;19;21	0.34496456875528664	0.48628480844075184	1123	292
0	P	0	P	5	6;7;8;9;11;14;16;20	0.2788153948445946	0.40102503995780436	1347	273
0	P	0	P	6	5;18	0.0	0.02531637415423911	392	0
0	P	0	P	7	3;4	0.6688671347551299	0.9862117967223805	241	169
0	P	0	P	8	1	0.10787841046624091	0.3990847259040978	180	23
0	P	0	P	9	0	0.8525545034365637	1	88	105
1	M1	1	M1	0	29;31;35;38	0.0	0.013623965523183856	731	0
1	M1	1	M1	1	25;28;30;34;37	0.0	0.026985978533832784	957	3
1	M1	1	M1	2	33	0.0	0.0467284569718802	211	0
1	M1	1	M1	3	32	0.0	0.059879152992020825	164	0
1	M1	1	M1	4	10;12;13;15;17;19;21	0.0	0.016015403218446116	1326	2
1	M1	1	M1	5	6;7;8;9;11;14;16;20	0.0	0.012888322542991534	1649	2
1	M1	1	M1	6	5;18	0.8378564281226313	1	228	224
1	M1	1	M1	7	3;4	0.0	0.040962906626883164	390	1
1	M1	1	M1	8	1	0.0	0.046295795522400304	213	0
1	M1	1	M1	9	0	0.7944787897785547	1	114	116
2	M2	2	M2	0	29;31;35;38	0.0	0.012004793249582205	830	0
2	M2	2	M2	1	25;28;30;34;37	0.0	0.010438407662404234	955	0
2	M2	2	M2	2	33	0.24147140220071922	0.5897855270820349	178	44
2	M2	2	M2	3	32	0.8455715292627426	1	81	97
2	M2	2	M2	4	10;12;13;15;17;19;21	0.9064575697558833	1	679	673
2	M2	2	M2	5	6;7;8;9;11;14;16;20	0.0	0.013102170810592055	1622	2
2	M2	2	M2	6	5;18	0.0	0.05313501373798413	396	2
2	M2	2	M2	7	3;4	0.8346295173132807	1	207	205
2	M2	2	M2	8	1	0.0	0.049999368698825125	197	0
2	M2	2	M2	9	0	0.8305410311942619	1	96	108
3	M3	3	M3	0	29;31;35;38	0.8167694974870664	1	415	363
3	M3	3	M3	1	25;28;30;34;37	0.0	0.020694492695637834	1025	2
3	M3	3	M3	2	33	0.0	0.05050439981351178	195	0
3	M3	3	M3	3	32	0.0	0.0791017965034326	200	1
3	M3	3	M3	4	10;12;13;15;17;19;21	0.0	0.014917268730594659	1424	2
3	M3	3	M3	5	6;7;8;9;11;14;16;20	0.9225095842542114	1	760	770
3	M3	3	M3	6	5;18	0.0	0.03879695255005347	412	1
3	M3	3	M3	7	3;4	0.8541663870540568	1	213	218
3	M3	3	M3	8	1	0.0	0.053762655413413206	183	0
3	M3	3	M3	9	0	0.8366721011762104	1	98	111
4	M4	4	M4	0	29;31;35;38	0.0	0.020587705838226368	780	1
4	M4	4	M4	1	25;28;30;34;37	0.9045548171798213	1	501	509
4	M4	4	M4	2	33	0.0	0.04877990172283211	202	0
4	M4	4	M4	3	32	0.0	0.04444400155675023	222	0
4	M4	4	M4	4	10;12;13;15;17;19;21	0.0	0.01875275751587656	1380	3
4	M4	4	M4	5	6;7;8;9;11;14;16;20	0.9308929843845841	1	769	791
4	M4	4	M4	6	5;18	0.0	0.022075001162552316	450	0
4	M4	4	M4	7	3;4	0.7565487994883286	1	227	191
4	M4	4	M4	8	1	0.0	0.04694783450622614	210	0
4	M4	4	M4	9	0	0.8300202672074372	1	95	107
